id,customerId,status,totalAmount,currency,createdAt,updatedAt,completedAt,createdBy
so44,cust37,COMPLETED,143749,INR,2025-05-28T18:26:23.630Z,2025-01-28T00:47:31.092Z,2025-10-29T14:05:51.875Z,u4
so45,cust74,COMPLETED,284337,INR,2025-03-29T18:27:33.119Z,2026-02-26T03:46:59.785Z,2024-11-22T22:26:35.249Z,u6
so46,cust61,COMPLETED,156035,INR,2026-01-09T08:27:53.356Z,2025-12-31T00:50:54.571Z,2025-06-18T01:59:49.343Z,u7
so47,cust50,COMPLETED,888620,INR,2025-11-01T02:16:35.205Z,2025-01-05T07:28:51.223Z,2024-11-06T13:47:35.428Z,u6
so48,cust8,COMPLETED,119904,INR,2026-02-11T22:44:19.155Z,2025-06-20T15:50:19.995Z,2026-02-06T10:41:17.441Z,u3
so49,cust53,COMPLETED,331676,INR,2025-05-13T23:04:47.950Z,2024-09-14T23:19:54.787Z,2026-01-02T11:56:44.952Z,u10
so50,cust32,COMPLETED,373382,INR,2025-07-23T13:05:45.698Z,2024-11-13T18:45:32.655Z,2026-01-11T21:50:26.485Z,u7
so51,cust85,COMPLETED,597647,INR,2024-11-13T02:02:53.077Z,2025-05-15T12:17:19.898Z,2025-12-07T16:37:46.626Z,u8
so52,cust141,COMPLETED,56311,INR,2025-08-23T00:04:15.576Z,2024-12-03T17:03:28.910Z,2025-10-28T04:32:28.908Z,u1
so53,cust17,COMPLETED,312948,INR,2024-05-22T22:19:21.332Z,2025-09-26T23:07:34.587Z,2024-06-27T08:29:44.456Z,u1
so54,cust56,COMPLETED,414829,INR,2024-03-30T22:55:10.794Z,2024-08-26T15:17:27.311Z,2024-11-23T19:56:02.066Z,u4
so55,cust142,COMPLETED,90132,INR,2025-10-02T22:37:52.728Z,2025-03-03T20:21:15.163Z,2025-07-25T07:50:03.342Z,u5
so56,cust13,COMPLETED,391148,INR,2025-02-06T15:07:26.537Z,2024-09-21T17:01:31.890Z,2025-02-05T09:15:28.021Z,u9
so57,cust132,COMPLETED,133018,INR,2024-04-05T04:01:28.095Z,2025-06-21T11:12:04.195Z,2024-09-19T07:54:58.350Z,u4
so58,cust5,COMPLETED,10614,INR,2025-02-14T02:28:50.804Z,2024-12-30T19:39:52.786Z,2024-05-25T04:33:28.510Z,u7
so59,cust116,COMPLETED,305122,INR,2024-08-02T21:41:24.583Z,2025-11-21T19:05:16.188Z,2024-06-30T14:05:18.739Z,u3
so60,cust84,COMPLETED,269905,INR,2024-10-15T15:54:18.552Z,2025-07-03T01:39:38.286Z,2025-06-23T09:38:06.952Z,u4
so61,cust9,COMPLETED,562173,INR,2026-02-20T04:27:55.595Z,2025-02-26T19:22:10.153Z,2025-02-01T09:57:06.498Z,u4
so62,cust51,COMPLETED,271993,INR,2024-12-19T23:36:24.404Z,2024-04-10T22:39:23.571Z,2024-10-05T01:11:43.584Z,u1
so63,cust69,COMPLETED,752135,INR,2025-09-30T16:40:08.783Z,2025-08-26T05:34:10.047Z,2025-09-04T03:29:19.179Z,u9
so64,cust98,COMPLETED,153804,INR,2024-05-09T06:11:33.650Z,2025-06-25T14:46:28.008Z,2024-11-15T01:16:39.847Z,u8
so65,cust111,COMPLETED,675713,INR,2025-12-28T05:58:48.158Z,2025-07-27T10:47:29.400Z,2025-12-07T18:52:06.441Z,u1
so66,cust103,COMPLETED,1774,INR,2026-02-07T14:00:30.687Z,2025-08-05T16:03:13.958Z,2025-08-28T14:39:15.795Z,u2
so67,cust20,COMPLETED,219081,INR,2024-04-21T02:01:13.250Z,2026-03-06T12:23:43.840Z,2024-12-06T17:22:24.345Z,u3
so68,cust52,COMPLETED,390085,INR,2024-07-08T04:29:54.664Z,2026-02-11T11:52:54.359Z,2026-02-07T09:20:47.512Z,u5
so69,cust105,COMPLETED,128625,INR,2024-11-15T12:16:23.628Z,2025-05-14T05:12:35.209Z,2025-02-15T04:05:40.903Z,u10
so70,cust136,COMPLETED,611818,INR,2025-09-10T09:07:52.310Z,2024-09-28T15:47:58.503Z,2025-01-31T07:46:02.253Z,u2
so71,cust9,COMPLETED,174851,INR,2025-05-22T11:36:21.302Z,2025-04-29T06:37:51.715Z,2025-02-13T03:00:01.537Z,u3
so72,cust67,COMPLETED,33266,INR,2025-09-30T23:48:32.431Z,2026-02-01T00:56:59.497Z,2024-05-01T10:09:00.717Z,u5
so73,cust24,COMPLETED,1241771,INR,2025-11-23T10:17:18.272Z,2026-02-14T22:17:23.090Z,2024-11-26T15:22:03.104Z,u10
so74,cust55,COMPLETED,239165,INR,2024-04-23T04:49:20.841Z,2025-06-21T12:54:27.193Z,2025-07-21T14:26:49.358Z,u9
so75,cust147,COMPLETED,647780,INR,2025-12-09T11:44:42.611Z,2025-01-17T03:26:52.907Z,2025-08-19T15:00:24.087Z,u5
so76,cust108,COMPLETED,520214,INR,2024-08-18T04:12:27.302Z,2024-11-11T11:56:36.841Z,2025-08-25T20:22:56.703Z,u5
so77,cust39,COMPLETED,141184,INR,2025-05-15T13:49:42.203Z,2025-06-08T17:15:41.406Z,2024-07-24T12:03:10.342Z,u10
so78,cust39,COMPLETED,642340,INR,2026-02-19T23:21:05.935Z,2024-05-27T22:48:24.862Z,2024-09-07T03:07:34.839Z,u9
so79,cust72,COMPLETED,823677,INR,2024-04-25T04:08:16.998Z,2026-02-03T09:05:09.638Z,2025-02-23T08:48:44.926Z,u10
so80,cust49,COMPLETED,373556,INR,2025-08-26T09:39:00.113Z,2025-07-17T22:56:22.372Z,2024-05-29T18:08:18.623Z,u6
so81,cust12,COMPLETED,61268,INR,2025-02-11T07:06:52.030Z,2025-10-30T06:32:12.867Z,2026-01-13T11:10:33.612Z,u3
so82,cust12,COMPLETED,43795,INR,2025-09-13T07:08:16.190Z,2025-03-06T02:17:56.127Z,2025-08-12T09:04:43.406Z,u2
so83,cust127,COMPLETED,386526,INR,2026-02-16T09:40:40.943Z,2024-09-19T07:14:06.760Z,2024-08-24T12:01:02.232Z,u6
so84,cust64,COMPLETED,787050,INR,2025-10-30T06:34:13.989Z,2025-04-13T07:09:28.691Z,2025-03-15T23:05:20.027Z,u4
so85,cust142,COMPLETED,48074,INR,2024-11-22T00:16:45.943Z,2024-11-08T00:15:42.131Z,2024-03-17T23:43:45.477Z,u10
so86,cust42,COMPLETED,3841,INR,2026-02-04T20:34:21.212Z,2024-05-28T02:03:54.772Z,2025-05-10T15:37:37.776Z,u9
so87,cust77,COMPLETED,405457,INR,2025-06-12T04:08:01.552Z,2025-01-23T12:49:36.831Z,2025-12-30T20:56:51.040Z,u8
so88,cust61,COMPLETED,643365,INR,2025-03-18T16:34:10.528Z,2025-07-22T19:53:42.217Z,2024-07-18T17:30:39.312Z,u9
so89,cust129,COMPLETED,503654,INR,2024-07-07T10:26:06.447Z,2025-01-26T01:58:06.011Z,2024-12-13T09:39:55.726Z,u7
so90,cust14,COMPLETED,56664,INR,2024-05-19T08:18:32.580Z,2024-05-01T05:26:58.489Z,2025-07-12T19:54:30.774Z,u7
so91,cust76,COMPLETED,159618,INR,2025-10-30T02:26:31.593Z,2024-05-23T17:31:16.123Z,2025-09-02T05:58:36.125Z,u1
so92,cust140,COMPLETED,328625,INR,2025-06-02T17:21:58.671Z,2026-02-18T21:55:04.873Z,2024-07-22T03:48:44.755Z,u5
so93,cust149,COMPLETED,314908,INR,2024-06-21T10:58:42.939Z,2024-06-18T01:13:57.467Z,2025-01-08T16:28:47.116Z,u10
so94,cust82,COMPLETED,207926,INR,2025-07-05T07:29:57.002Z,2025-06-29T01:09:32.063Z,2025-04-03T22:57:17.968Z,u5
so95,cust95,COMPLETED,87656,INR,2025-12-14T23:51:44.789Z,2024-08-10T15:22:17.490Z,2025-05-03T19:34:27.203Z,u7
so96,cust108,COMPLETED,261217,INR,2024-11-29T17:50:39.098Z,2025-02-20T05:21:55.890Z,2025-09-12T05:04:41.071Z,u5
so97,cust120,COMPLETED,679667,INR,2024-06-02T11:44:09.485Z,2026-02-28T09:16:28.055Z,2024-04-16T06:30:36.837Z,u1
so98,cust28,COMPLETED,475459,INR,2024-11-14T11:08:43.328Z,2025-01-04T02:16:46.652Z,2025-04-16T06:34:53.515Z,u10
so99,cust127,COMPLETED,310387,INR,2026-01-26T12:09:00.888Z,2025-02-18T17:10:53.301Z,2026-02-14T16:09:54.005Z,u3
so100,cust105,COMPLETED,329110,INR,2025-10-08T16:00:20.776Z,2024-10-10T12:29:43.407Z,2025-12-03T15:37:37.926Z,u2
so101,cust147,COMPLETED,385121,INR,2025-11-06T06:56:54.937Z,2025-06-25T12:28:20.192Z,2025-06-15T01:47:44.198Z,u5
so102,cust99,COMPLETED,10957,INR,2025-06-28T20:39:13.064Z,2024-11-20T08:24:55.917Z,2024-07-14T18:40:42.201Z,u7
so103,cust94,COMPLETED,5928,INR,2024-06-13T07:28:27.208Z,2024-04-13T23:40:49.327Z,2025-07-26T06:17:20.806Z,u2
so104,cust40,COMPLETED,60294,INR,2024-12-26T20:21:05.467Z,2025-01-22T14:10:26.973Z,2025-03-30T07:44:53.316Z,u10
so105,cust87,COMPLETED,52218,INR,2024-12-07T21:07:53.074Z,2024-11-11T23:44:38.628Z,2024-05-13T03:45:40.045Z,u5
so106,cust147,COMPLETED,268055,INR,2025-01-23T18:10:20.010Z,2025-07-14T15:56:31.719Z,2025-12-25T21:52:50.508Z,u8
so107,cust79,COMPLETED,547158,INR,2024-09-21T09:35:52.956Z,2024-12-04T11:58:53.587Z,2025-07-16T04:41:09.118Z,u3
so108,cust10,COMPLETED,166899,INR,2024-07-30T17:34:36.501Z,2024-09-12T21:52:24.912Z,2025-01-04T11:26:05.173Z,u9
so109,cust80,COMPLETED,607979,INR,2024-04-07T22:02:12.898Z,2024-04-04T16:25:40.308Z,2024-05-02T20:09:39.747Z,u10
so110,cust107,COMPLETED,156354,INR,2025-11-22T16:04:22.162Z,2024-05-14T12:20:02.260Z,2025-09-07T13:27:11.659Z,u1
so111,cust36,COMPLETED,161189,INR,2024-11-30T22:52:24.622Z,2025-06-08T16:51:35.216Z,2025-12-07T19:36:42.652Z,u5
so112,cust73,COMPLETED,432153,INR,2024-09-10T21:41:31.916Z,2025-06-30T20:13:50.206Z,2025-10-29T03:15:47.762Z,u5
so113,cust56,COMPLETED,522046,INR,2026-01-12T03:20:24.274Z,2024-09-21T03:09:30.829Z,2024-07-24T12:14:26.602Z,u4
so114,cust31,COMPLETED,477000,INR,2026-02-13T04:48:24.787Z,2025-12-05T14:14:10.144Z,2025-02-18T13:53:16.231Z,u4
so115,cust60,COMPLETED,439820,INR,2024-05-02T09:59:41.106Z,2025-12-26T14:26:32.097Z,2025-02-16T20:45:51.245Z,u2
so116,cust55,COMPLETED,334117,INR,2025-06-17T05:20:44.614Z,2025-02-17T23:19:20.757Z,2025-08-04T11:28:51.624Z,u7
so117,cust50,COMPLETED,23364,INR,2025-11-19T16:22:06.290Z,2025-12-07T06:54:52.097Z,2024-11-18T20:00:09.141Z,u10
so118,cust3,COMPLETED,46107,INR,2024-11-06T04:55:23.279Z,2024-09-19T13:35:47.146Z,2025-10-23T11:46:38.293Z,u9
so119,cust33,COMPLETED,548496,INR,2024-08-12T01:01:36.531Z,2025-05-31T03:15:00.254Z,2025-03-07T11:02:18.180Z,u2
so120,cust71,COMPLETED,485829,INR,2024-03-13T13:12:27.679Z,2025-06-10T00:23:38.007Z,2025-05-31T01:06:39.749Z,u1
so121,cust115,COMPLETED,164277,INR,2025-05-05T12:28:25.961Z,2024-12-01T22:16:58.808Z,2025-10-11T00:18:12.345Z,u5
so122,cust148,COMPLETED,245150,INR,2024-06-22T02:39:21.308Z,2024-04-07T16:51:08.851Z,2025-08-28T17:12:32.865Z,u6
so123,cust123,COMPLETED,228638,INR,2025-10-02T18:56:56.000Z,2024-11-04T08:32:22.313Z,2025-06-04T12:41:51.631Z,u10
so124,cust70,COMPLETED,391626,INR,2024-05-29T19:15:06.288Z,2025-04-30T19:32:14.119Z,2025-02-08T23:44:21.647Z,u2
so125,cust28,COMPLETED,37004,INR,2025-05-28T10:11:31.426Z,2024-08-09T04:05:32.129Z,2025-02-18T11:08:29.664Z,u7
so126,cust148,COMPLETED,212468,INR,2024-05-08T01:26:10.946Z,2025-04-12T19:35:30.611Z,2025-06-07T13:10:30.579Z,u4
so127,cust58,COMPLETED,229116,INR,2025-06-08T21:04:21.675Z,2025-08-30T13:19:04.091Z,2026-01-29T19:17:30.623Z,u3
so128,cust64,COMPLETED,330191,INR,2024-03-16T03:36:46.000Z,2024-03-22T19:32:28.812Z,2024-08-31T09:08:46.038Z,u6
so129,cust5,COMPLETED,539754,INR,2024-09-07T08:25:00.579Z,2024-05-25T05:00:55.500Z,2024-09-05T08:48:35.172Z,u1
so130,cust39,COMPLETED,73625,INR,2025-03-28T08:12:56.471Z,2025-01-09T21:20:28.733Z,2025-10-01T08:43:50.517Z,u3
so131,cust130,COMPLETED,230535,INR,2024-05-15T02:00:08.368Z,2025-08-27T16:33:32.109Z,2025-07-06T21:15:43.186Z,u7
so132,cust85,COMPLETED,435116,INR,2025-12-15T13:41:47.604Z,2025-11-05T21:57:57.269Z,2025-05-23T23:24:01.920Z,u6
so133,cust120,COMPLETED,40165,INR,2024-11-11T23:47:17.948Z,2024-03-31T22:34:33.555Z,2025-09-12T08:06:35.419Z,u6
so134,cust13,COMPLETED,460883,INR,2024-09-16T11:58:34.201Z,2025-01-12T18:54:27.311Z,2024-07-29T18:37:36.884Z,u3
so135,cust71,COMPLETED,141014,INR,2025-02-05T09:14:50.545Z,2026-02-09T14:36:45.237Z,2024-08-20T05:13:00.855Z,u6
so136,cust141,COMPLETED,529599,INR,2025-01-21T14:45:54.823Z,2025-08-16T15:05:23.196Z,2024-04-10T08:28:08.159Z,u6
so137,cust83,COMPLETED,185605,INR,2024-11-25T08:46:58.311Z,2024-09-26T02:04:37.541Z,2025-02-21T05:30:35.973Z,u9
so138,cust144,COMPLETED,20268,INR,2025-03-05T20:47:02.633Z,2025-12-22T20:30:12.713Z,2025-09-14T06:31:54.922Z,u8
so139,cust30,COMPLETED,353905,INR,2025-02-28T21:01:13.423Z,2024-06-08T06:42:10.085Z,2026-01-04T04:01:48.045Z,u3
so140,cust68,COMPLETED,154889,INR,2026-02-22T14:33:45.496Z,2025-03-18T19:31:36.893Z,2024-12-27T17:21:20.061Z,u4
so141,cust33,COMPLETED,345792,INR,2025-08-17T11:02:25.287Z,2025-05-07T16:27:47.256Z,2024-10-06T21:46:26.174Z,u10
so142,cust141,COMPLETED,226486,INR,2024-08-15T13:48:44.645Z,2025-07-24T23:48:47.478Z,2025-11-18T23:09:16.747Z,u4
so143,cust146,COMPLETED,340802,INR,2024-12-30T09:20:37.398Z,2025-08-10T08:51:16.584Z,2024-04-04T06:01:41.349Z,u2
so144,cust119,COMPLETED,85019,INR,2024-09-26T14:13:50.792Z,2024-11-05T20:11:45.809Z,2025-10-14T08:06:59.365Z,u2
so145,cust149,COMPLETED,90650,INR,2025-11-13T13:02:25.905Z,2024-03-14T22:14:37.117Z,2024-12-28T09:41:09.547Z,u9
so146,cust29,COMPLETED,242767,INR,2024-05-26T10:23:18.093Z,2025-11-23T12:03:25.002Z,2024-09-23T13:41:36.920Z,u9
so147,cust141,COMPLETED,158268,INR,2025-01-27T08:04:55.136Z,2025-06-21T21:21:37.764Z,2025-02-23T22:09:45.443Z,u6
so148,cust26,COMPLETED,287237,INR,2025-04-08T12:59:48.706Z,2025-11-19T03:10:05.800Z,2024-05-27T08:30:42.440Z,u5
so149,cust53,COMPLETED,563788,INR,2025-10-01T06:26:32.411Z,2025-05-06T02:03:40.693Z,2025-08-15T18:35:23.414Z,u5
so150,cust89,COMPLETED,202716,INR,2024-06-14T22:10:55.352Z,2025-07-06T09:30:07.443Z,2025-04-13T06:03:36.029Z,u3
so151,cust89,COMPLETED,31619,INR,2025-03-15T15:11:37.799Z,2024-10-08T18:58:26.424Z,2024-06-14T04:26:36.594Z,u4
so152,cust11,COMPLETED,349575,INR,2024-09-11T14:14:05.168Z,2025-09-22T09:14:58.127Z,2024-11-08T17:47:42.371Z,u2
so153,cust131,COMPLETED,82155,INR,2025-12-18T03:29:53.181Z,2026-01-14T06:33:51.197Z,2024-07-12T15:28:55.929Z,u8
so154,cust25,COMPLETED,461494,INR,2024-08-02T20:19:43.993Z,2024-08-23T15:48:21.909Z,2024-05-27T05:25:22.743Z,u3
so155,cust27,COMPLETED,422166,INR,2025-07-06T08:21:25.222Z,2025-08-04T01:25:27.559Z,2025-02-28T19:16:40.906Z,u10
so156,cust37,COMPLETED,607888,INR,2025-05-16T11:07:56.552Z,2024-05-13T22:14:31.231Z,2025-01-03T00:25:23.561Z,u4
so157,cust130,COMPLETED,32304,INR,2025-02-05T13:54:05.342Z,2024-05-22T15:32:35.866Z,2024-05-15T02:08:32.728Z,u6
so158,cust64,COMPLETED,260199,INR,2024-07-22T01:08:07.109Z,2025-05-28T12:31:58.088Z,2025-03-24T23:14:14.219Z,u7
so159,cust39,COMPLETED,270522,INR,2024-05-28T12:31:33.225Z,2025-06-25T22:24:21.278Z,2025-09-30T11:59:13.139Z,u5
so160,cust121,COMPLETED,151817,INR,2025-06-25T08:20:43.080Z,2025-09-09T18:58:17.508Z,2024-08-05T09:41:42.758Z,u4
so161,cust49,COMPLETED,690591,INR,2024-11-24T22:37:02.999Z,2025-05-21T02:24:11.965Z,2025-05-10T19:02:23.456Z,u10
so162,cust51,COMPLETED,289237,INR,2024-11-18T10:42:48.632Z,2025-10-23T21:06:26.708Z,2025-09-09T22:19:23.158Z,u4
so163,cust16,COMPLETED,266193,INR,2026-02-15T09:16:04.583Z,2026-01-25T12:46:28.165Z,2025-01-08T00:43:32.801Z,u10
so164,cust140,COMPLETED,181536,INR,2024-04-04T05:09:00.734Z,2025-04-26T03:02:52.813Z,2026-02-01T11:01:32.599Z,u10
so165,cust148,COMPLETED,369417,INR,2024-12-09T20:09:45.641Z,2025-05-28T05:52:15.986Z,2024-11-21T20:18:36.534Z,u4
so166,cust73,COMPLETED,93534,INR,2025-03-08T23:14:30.391Z,2026-01-13T08:06:10.446Z,2024-07-24T00:37:59.317Z,u5
so167,cust81,COMPLETED,30007,INR,2024-08-05T14:44:17.525Z,2024-05-20T11:45:01.534Z,2025-07-24T17:40:06.073Z,u7
so168,cust14,COMPLETED,359680,INR,2024-03-09T19:36:55.558Z,2025-06-29T07:07:23.020Z,2024-05-06T20:50:49.516Z,u2
so169,cust112,COMPLETED,180722,INR,2024-04-08T18:59:39.550Z,2024-09-08T17:10:33.841Z,2025-01-04T13:30:41.466Z,u1
so170,cust115,COMPLETED,493359,INR,2024-12-31T18:10:39.643Z,2025-01-14T17:28:50.973Z,2025-12-25T22:15:32.259Z,u3
so171,cust53,COMPLETED,270273,INR,2025-06-18T09:58:00.386Z,2025-05-12T01:24:01.202Z,2025-07-20T23:24:59.316Z,u3
so172,cust100,COMPLETED,552219,INR,2025-09-10T23:52:21.230Z,2025-03-09T04:49:24.062Z,2025-03-30T03:48:44.203Z,u3
so173,cust110,COMPLETED,159838,INR,2025-02-19T11:05:47.399Z,2024-03-26T01:32:26.381Z,2025-07-30T07:24:45.854Z,u8
so174,cust108,COMPLETED,366578,INR,2025-08-09T20:59:43.313Z,2024-08-15T19:58:02.511Z,2025-12-02T09:04:37.894Z,u9
so175,cust104,COMPLETED,566993,INR,2024-07-02T16:38:23.810Z,2025-03-10T00:28:29.087Z,2024-11-02T20:18:11.569Z,u2
so176,cust27,COMPLETED,321461,INR,2025-10-21T10:01:01.134Z,2024-09-11T09:07:15.299Z,2025-05-25T19:13:37.753Z,u4
so177,cust12,COMPLETED,511539,INR,2025-05-19T21:00:25.032Z,2025-02-15T01:48:42.162Z,2025-05-20T14:56:47.794Z,u2
so178,cust54,COMPLETED,237229,INR,2024-05-23T08:22:45.316Z,2024-09-05T21:44:39.240Z,2025-11-16T13:00:45.854Z,u6
so179,cust122,COMPLETED,643448,INR,2024-10-04T10:14:01.111Z,2024-03-31T06:58:37.559Z,2025-11-28T13:11:46.796Z,u3
so180,cust113,COMPLETED,444484,INR,2024-10-23T17:55:11.102Z,2025-01-13T02:54:58.124Z,2025-01-19T01:27:07.177Z,u8
so181,cust28,COMPLETED,315589,INR,2025-07-16T10:47:29.699Z,2024-03-15T17:33:57.261Z,2025-02-03T20:34:51.965Z,u2
so182,cust27,COMPLETED,89572,INR,2025-07-24T00:30:08.253Z,2025-08-03T20:44:54.069Z,2024-12-23T16:01:58.797Z,u4
so183,cust51,COMPLETED,21702,INR,2026-03-04T01:18:58.145Z,2025-10-30T08:17:48.546Z,2025-01-09T08:43:05.923Z,u4
so184,cust68,COMPLETED,117267,INR,2024-09-29T14:51:27.166Z,2025-03-13T17:55:42.670Z,2024-10-29T00:07:08.199Z,u8
so185,cust118,COMPLETED,560415,INR,2024-10-31T05:29:52.481Z,2025-03-28T02:08:27.453Z,2026-02-02T00:32:41.705Z,u3
so186,cust115,COMPLETED,139906,INR,2026-01-17T20:18:10.008Z,2025-01-08T23:54:36.374Z,2025-11-26T17:45:55.167Z,u8
so187,cust37,COMPLETED,260795,INR,2024-09-03T12:24:52.189Z,2024-05-02T06:08:28.187Z,2024-10-22T08:32:08.425Z,u8
so188,cust43,COMPLETED,161376,INR,2024-06-24T09:46:53.269Z,2025-01-12T00:14:44.379Z,2025-06-01T22:21:46.138Z,u2
