id,orderId,productId,quantity,price,createdAt
soi77,so34,p211,4,33591,2025-08-05T21:23:58.576Z
soi78,so34,p235,5,39357,2024-10-05T06:49:04.629Z
soi79,so34,p46,3,32641,2025-06-30T05:11:18.501Z
soi80,so34,p238,3,32847,2025-10-30T09:58:32.453Z
soi81,so35,p97,1,39476,2025-08-03T17:32:55.999Z
soi82,so35,p136,5,77501,2024-11-06T03:20:53.088Z
soi83,so36,p198,1,50408,2025-05-03T12:40:02.243Z
soi84,so36,p326,1,77256,2025-02-05T10:13:23.324Z
soi85,so36,p75,4,3841,2025-08-04T15:04:09.006Z
soi86,so37,p107,5,66694,2024-04-08T15:55:04.186Z
soi87,so37,p400,2,59708,2025-11-16T00:37:06.217Z
soi88,so37,p116,1,43254,2025-12-01T16:07:52.444Z
soi89,so37,p141,5,24364,2026-01-17T12:20:48.859Z
soi90,so38,p274,1,49799,2026-02-05T16:12:03.066Z
soi91,so39,p310,5,55242,2025-02-06T05:29:57.532Z
soi92,so39,p196,5,66509,2024-07-04T14:38:26.584Z
soi93,so39,p153,1,56769,2024-06-13T03:33:27.196Z
soi94,so39,p60,3,37512,2024-06-23T17:53:06.756Z
soi95,so40,p9,1,49351,2025-03-01T00:12:51.202Z
soi96,so40,p366,2,37121,2026-01-30T00:15:29.062Z
soi97,so40,p129,4,25099,2026-02-09T18:48:51.126Z
soi98,so41,p105,4,57989,2025-05-23T10:29:13.054Z
soi99,so41,p82,1,8266,2024-09-07T13:22:33.585Z
soi100,so41,p356,3,4880,2024-04-08T06:44:07.895Z
soi101,so41,p214,3,56485,2026-01-19T16:46:13.071Z
soi102,so42,p391,1,43662,2025-01-07T19:15:34.425Z
soi103,so42,p214,5,56485,2024-03-31T09:38:07.915Z
soi104,so43,p125,3,23907,2024-11-30T22:43:10.465Z
soi105,so43,p168,3,22872,2025-05-29T14:21:27.298Z
soi106,so43,p47,4,48233,2025-03-31T19:12:02.848Z
soi107,so43,p321,1,13812,2025-02-18T01:40:59.237Z
soi108,so44,p115,5,21075,2025-07-30T02:06:20.188Z
soi109,so44,p249,2,8198,2024-06-09T07:12:29.461Z
soi110,so44,p99,1,3476,2025-06-29T11:48:31.029Z
soi111,so44,p236,2,9251,2025-09-13T01:08:32.337Z
soi112,so45,p122,3,4138,2025-03-29T17:07:09.450Z
soi113,so45,p347,3,76223,2025-05-13T15:17:35.849Z
soi114,so45,p116,1,43254,2026-03-05T21:33:10.992Z
soi115,so46,p110,2,55985,2025-06-28T14:16:18.958Z
soi116,so46,p111,5,8813,2025-12-28T05:11:38.673Z
soi117,so47,p380,5,78237,2025-05-06T18:33:18.114Z
soi118,so47,p28,2,54759,2025-03-12T00:42:24.345Z
soi119,so47,p112,4,43868,2024-11-11T21:56:42.155Z
soi120,so47,p104,5,42489,2024-03-21T10:14:32.544Z
soi121,so48,p17,3,39968,2024-10-27T10:13:07.901Z
soi122,so49,p199,4,22533,2024-09-24T22:20:10.105Z
soi123,so49,p387,4,60386,2024-05-27T06:49:47.190Z
soi124,so50,p58,1,16123,2025-01-02T07:33:50.873Z
soi125,so50,p260,1,39089,2024-09-21T16:08:14.819Z
soi126,so50,p259,5,63634,2024-03-14T20:36:03.531Z
soi127,so51,p113,3,70699,2025-12-21T20:09:31.722Z
soi128,so51,p42,5,77110,2024-04-07T09:55:38.765Z
soi129,so52,p134,1,56311,2025-12-23T06:31:38.985Z
soi130,so53,p380,4,78237,2025-02-05T10:11:15.480Z
soi131,so54,p70,1,32644,2025-06-16T02:25:43.369Z
soi132,so54,p322,3,33080,2024-06-22T21:07:15.917Z
soi133,so54,p30,1,63710,2024-10-06T03:14:11.653Z
soi134,so54,p367,5,43847,2024-06-04T14:58:26.051Z
soi135,so55,p199,4,22533,2025-03-03T13:17:45.239Z
soi136,so56,p42,2,77110,2024-07-18T23:55:12.672Z
soi137,so56,p392,2,8779,2025-03-16T20:18:15.795Z
soi138,so56,p99,5,3476,2024-10-26T00:07:24.781Z
soi139,so56,p172,5,40398,2024-05-31T18:56:27.673Z
soi140,so57,p196,2,66509,2024-11-04T22:55:58.681Z
soi141,so58,p395,2,5307,2024-08-03T20:07:07.872Z
soi142,so59,p387,4,60386,2025-10-08T01:57:27.633Z
soi143,so59,p362,4,4907,2026-02-09T20:03:35.071Z
soi144,so59,p149,5,8790,2024-08-01T16:45:55.549Z
soi145,so60,p274,2,49799,2025-06-24T08:35:46.055Z
soi146,so60,p153,3,56769,2024-03-24T15:12:13.760Z
soi147,so61,p16,3,66379,2024-09-19T17:56:06.154Z
soi148,so61,p278,4,74731,2025-11-03T00:26:16.791Z
soi149,so61,p316,1,64112,2024-03-15T15:42:15.960Z
soi150,so62,p128,1,53323,2025-02-22T23:22:57.289Z
soi151,so62,p147,3,72890,2025-10-24T09:44:27.730Z
soi152,so63,p201,5,42200,2024-03-17T16:19:55.660Z
soi153,so63,p130,5,58876,2025-07-11T08:49:08.591Z
soi154,so63,p9,5,49351,2025-04-05T10:42:57.830Z
soi155,so64,p135,5,15127,2025-06-29T10:43:55.279Z
soi156,so64,p175,3,13757,2024-07-14T22:41:14.283Z
soi157,so64,p51,1,15552,2024-11-16T14:20:03.928Z
soi158,so64,p247,1,21346,2025-04-23T17:27:15.459Z
soi159,so65,p194,4,32767,2025-12-07T12:48:21.211Z
soi160,so65,p176,5,41999,2025-10-17T18:13:22.285Z
soi161,so65,p297,5,28944,2024-07-07T04:39:14.793Z
soi162,so65,p240,3,63310,2025-09-18T13:07:45.372Z
soi163,so66,p294,2,887,2025-07-05T01:32:37.261Z
soi164,so67,p389,3,73027,2024-07-03T18:10:49.299Z
soi165,so68,p354,5,75850,2025-03-21T00:58:03.534Z
soi166,so68,p361,1,10835,2025-11-17T20:06:50.221Z
soi167,so69,p125,3,23907,2024-03-19T17:21:42.513Z
soi168,so69,p319,2,5259,2024-07-26T13:25:45.583Z
soi169,so69,p59,2,23193,2024-05-27T00:07:07.236Z
soi170,so70,p295,5,38794,2026-02-26T13:52:58.898Z
soi171,so70,p260,5,39089,2024-07-12T00:45:07.525Z
soi172,so70,p83,5,17803,2024-06-24T22:15:39.074Z
soi173,so70,p107,2,66694,2024-04-12T19:35:29.244Z
soi174,so71,p371,4,32547,2025-07-23T20:10:50.743Z
soi175,so71,p157,1,44663,2024-06-22T13:56:56.679Z
soi176,so72,p275,1,13628,2025-10-13T09:05:26.454Z
soi177,so72,p55,1,19638,2024-04-16T18:41:43.377Z
soi178,so73,p192,5,78095,2024-07-28T05:37:39.321Z
soi179,so73,p372,5,78769,2025-09-17T02:16:19.996Z
soi180,so73,p253,5,73625,2025-08-03T10:49:15.345Z
soi181,so73,p157,2,44663,2024-10-07T04:52:38.707Z
soi182,so74,p378,5,47833,2024-11-21T17:44:42.394Z
soi183,so75,p96,5,72346,2025-07-17T21:10:49.228Z
soi184,so75,p180,5,57210,2024-03-27T16:36:04.311Z
soi185,so76,p301,1,69834,2024-12-31T20:01:37.201Z
soi186,so76,p317,5,47687,2024-04-29T03:48:59.195Z
soi187,so76,p225,5,42389,2024-03-11T14:35:07.612Z
soi188,so77,p383,2,70592,2024-05-29T04:32:41.319Z
soi189,so78,p288,2,51427,2025-08-22T19:23:30.339Z
soi190,so78,p138,4,78960,2025-09-29T19:59:12.271Z
soi191,so78,p25,3,52187,2025-03-07T05:20:05.073Z
soi192,so78,p71,1,67085,2025-09-07T01:29:44.668Z
soi193,so79,p226,3,27618,2025-04-17T21:47:46.743Z
soi194,so79,p293,5,71208,2025-11-02T01:37:35.484Z
soi195,so79,p262,5,39618,2025-07-06T01:56:04.233Z
soi196,so79,p257,3,62231,2025-12-13T23:13:15.595Z
soi197,so80,p101,2,73591,2025-05-13T09:37:51.105Z
soi198,so80,p293,2,71208,2025-11-10T16:18:41.746Z
soi199,so80,p265,3,27986,2024-07-01T00:30:57.837Z
soi200,so81,p103,4,15317,2025-05-15T17:01:35.856Z
soi201,so82,p292,1,43795,2024-05-05T17:56:08.547Z
soi202,so83,p318,4,48332,2025-07-03T19:39:34.599Z
soi203,so83,p34,2,79041,2026-02-13T01:09:54.287Z
soi204,so83,p392,4,8779,2025-03-06T23:05:40.381Z
soi205,so84,p303,5,79948,2025-05-21T15:18:37.449Z
soi206,so84,p240,3,63310,2025-08-07T10:59:55.100Z
soi207,so84,p97,5,39476,2024-09-11T15:16:24.605Z
soi208,so85,p175,2,13757,2025-11-18T14:58:51.011Z
soi209,so85,p373,2,4112,2025-07-14T04:26:19.414Z
soi210,so85,p373,3,4112,2024-08-10T23:44:38.458Z
soi211,so86,p75,1,3841,2024-10-26T15:18:06.088Z
soi212,so87,p102,2,72261,2024-08-07T10:46:42.661Z
soi213,so87,p25,5,52187,2024-03-15T08:26:45.529Z
soi214,so88,p301,5,69834,2024-06-09T18:49:06.387Z
soi215,so88,p179,5,58839,2024-12-25T03:31:54.437Z
soi216,so89,p74,5,21467,2026-01-17T01:23:09.400Z
soi217,so89,p24,3,26566,2024-09-17T10:45:25.785Z
soi218,so89,p213,3,56389,2024-08-27T16:59:23.672Z
soi219,so89,p204,2,73727,2024-05-08T14:12:20.208Z
soi220,so90,p189,3,18888,2024-05-10T14:32:58.722Z
soi221,so91,p89,4,17947,2026-01-16T06:40:45.375Z
soi222,so91,p109,5,17566,2026-01-24T12:39:27.115Z
soi223,so92,p367,4,43847,2024-08-05T09:24:54.586Z
soi224,so92,p52,1,40647,2025-09-06T13:08:56.014Z
soi225,so92,p35,5,22518,2024-03-25T07:12:53.647Z
soi226,so93,p300,3,33558,2024-05-10T18:35:20.209Z
soi227,so93,p349,2,37144,2024-11-01T04:16:59.775Z
soi228,so93,p49,2,29326,2025-12-06T09:07:26.748Z
soi229,so93,p52,2,40647,2024-05-10T21:42:49.195Z
soi230,so94,p350,1,39842,2025-04-02T22:45:05.974Z
soi231,so94,p297,5,28944,2024-10-24T22:24:26.171Z
soi232,so94,p221,3,7788,2026-01-15T14:28:28.425Z
soi233,so95,p261,4,10957,2025-05-31T17:17:36.439Z
soi234,so95,p261,4,10957,2024-05-09T10:37:26.900Z
soi235,so96,p176,1,41999,2024-11-03T18:42:43.791Z
soi236,so96,p379,4,1193,2025-08-01T20:38:52.264Z
soi237,so96,p327,3,54635,2024-08-15T10:02:38.369Z
soi238,so96,p308,1,50541,2024-11-12T20:35:12.672Z
soi239,so97,p76,4,52624,2025-12-23T14:19:40.946Z
soi240,so97,p202,4,48999,2025-04-11T02:57:14.703Z
soi241,so97,p327,5,54635,2025-10-22T05:09:33.879Z
soi242,so98,p109,5,17566,2025-02-02T00:16:47.733Z
soi243,so98,p353,2,70158,2025-08-28T19:08:49.232Z
soi244,so98,p87,5,41593,2024-12-20T05:51:22.410Z
soi245,so98,p284,2,19674,2025-09-12T06:50:49.771Z
soi246,so99,p314,5,32813,2025-12-12T06:44:38.971Z
soi247,so99,p334,4,25767,2025-04-07T12:58:03.264Z
soi248,so99,p116,1,43254,2024-05-28T15:29:16.438Z
soi249,so100,p146,2,56607,2025-06-23T20:31:32.623Z
soi250,so100,p226,2,27618,2024-03-22T21:29:25.217Z
soi251,so100,p222,4,40165,2026-01-21T09:25:12.364Z
soi252,so101,p214,5,56485,2025-10-27T07:56:35.140Z
soi253,so101,p345,2,51348,2025-06-10T09:12:45.837Z
soi254,so102,p261,1,10957,2026-02-07T02:33:33.286Z
soi255,so103,p298,4,1482,2025-03-12T13:11:00.449Z
soi256,so104,p269,1,18553,2025-01-15T01:40:06.405Z
soi257,so104,p399,5,2897,2025-01-28T20:22:57.756Z
soi258,so104,p275,2,13628,2024-03-20T01:00:37.941Z
soi259,so105,p249,3,8198,2025-04-01T12:59:26.085Z
soi260,so105,p321,2,13812,2024-07-09T05:35:04.059Z
soi261,so106,p109,2,17566,2026-01-22T01:11:12.029Z
soi262,so106,p213,2,56389,2025-08-26T15:22:12.140Z
soi263,so106,p203,4,27385,2025-09-20T00:32:03.583Z
soi264,so106,p266,5,2121,2024-06-06T13:39:11.549Z
soi265,so107,p195,1,53530,2024-07-27T09:02:54.250Z
soi266,so107,p273,5,72448,2024-11-03T19:30:55.065Z
soi267,so107,p238,4,32847,2024-06-19T00:37:31.109Z
soi268,so108,p257,1,62231,2025-09-13T15:33:43.026Z
soi269,so108,p365,3,6756,2024-10-01T16:06:08.747Z
soi270,so108,p201,2,42200,2025-07-19T06:30:02.832Z
soi271,so109,p380,5,78237,2024-03-13T21:30:50.898Z
soi272,so109,p300,1,33558,2025-11-27T19:17:50.124Z
soi273,so109,p30,1,63710,2024-08-22T16:29:57.646Z
soi274,so109,p350,3,39842,2024-08-24T07:21:38.236Z
soi275,so110,p48,3,52118,2024-09-29T22:15:30.688Z
soi276,so111,p200,1,74904,2025-03-04T22:06:08.992Z
soi277,so111,p251,5,17257,2024-07-06T05:19:27.365Z
soi278,so112,p212,1,8914,2025-06-30T00:35:28.980Z
soi279,so112,p142,1,22135,2024-10-23T05:02:02.056Z
soi280,so112,p94,5,72934,2024-06-15T10:59:36.355Z
soi281,so112,p127,2,18217,2025-12-12T03:28:38.269Z
soi282,so113,p232,5,62825,2024-06-19T22:36:12.725Z
soi283,so113,p381,1,52919,2024-04-19T09:16:49.936Z
soi284,so113,p136,2,77501,2025-07-11T06:10:26.964Z
soi285,so114,p374,4,33586,2024-12-23T21:24:44.040Z
soi286,so114,p130,3,58876,2024-08-18T09:42:05.336Z
soi287,so114,p85,2,58962,2024-07-31T22:14:15.316Z
soi288,so114,p283,2,24052,2024-10-19T17:53:10.693Z
soi289,so115,p206,3,67674,2025-12-13T14:36:39.893Z
soi290,so115,p53,1,20015,2024-09-27T01:44:34.746Z
soi291,so115,p102,3,72261,2024-12-04T03:08:27.513Z
soi292,so116,p286,4,20419,2024-10-31T09:16:51.517Z
soi293,so116,p294,2,887,2025-04-06T07:44:42.163Z
soi294,so116,p234,2,76372,2024-05-27T17:59:44.402Z
soi295,so116,p46,3,32641,2024-08-12T20:21:34.790Z
soi296,so117,p221,3,7788,2024-07-23T17:31:39.423Z
soi297,so118,p289,1,46107,2025-02-02T19:39:16.639Z
soi298,so119,p379,5,1193,2025-06-03T19:03:27.194Z
soi299,so119,p308,5,50541,2025-04-23T03:50:38.660Z
soi300,so119,p44,3,2627,2024-10-27T02:53:52.100Z
soi301,so119,p213,5,56389,2026-01-01T13:38:58.711Z
soi302,so120,p317,1,47687,2025-10-29T19:47:40.785Z
soi303,so120,p378,1,47833,2024-10-29T07:05:48.917Z
soi304,so120,p52,2,40647,2024-11-21T22:22:50.856Z
soi305,so120,p117,5,61803,2025-10-16T00:51:54.167Z
soi306,so121,p28,3,54759,2024-08-13T11:13:34.500Z
soi307,so122,p133,2,62657,2024-07-26T23:12:21.126Z
soi308,so122,p231,2,177,2025-08-27T10:06:03.164Z
soi309,so122,p363,2,59741,2025-04-01T13:03:13.886Z
soi310,so123,p321,2,13812,2024-10-18T07:21:13.764Z
soi311,so123,p193,3,7549,2025-06-01T19:41:36.109Z
soi312,so123,p125,3,23907,2026-01-06T22:00:14.556Z
soi313,so123,p128,2,53323,2024-09-11T07:14:45.087Z
soi314,so124,p171,3,67572,2025-09-15T03:58:48.868Z
soi315,so124,p33,5,37782,2025-05-11T10:13:46.838Z
soi316,so125,p236,4,9251,2025-05-19T11:39:24.366Z
soi317,so126,p180,3,57210,2025-06-30T15:14:28.831Z
soi318,so126,p286,2,20419,2024-05-15T01:21:37.428Z
soi319,so127,p234,3,76372,2024-10-10T17:59:17.409Z
soi320,so128,p279,5,4053,2025-05-26T00:24:57.272Z
soi321,so128,p31,2,51520,2026-01-07T08:52:22.878Z
soi322,so128,p84,3,38466,2026-02-08T11:05:22.481Z
soi323,so128,p168,4,22872,2024-07-31T20:41:42.014Z
soi324,so129,p250,5,60391,2025-12-21T17:55:07.968Z
soi325,so129,p49,4,29326,2025-11-14T16:48:24.426Z
soi326,so129,p222,3,40165,2024-09-12T10:01:27.617Z
soi327,so130,p253,1,73625,2025-01-29T14:17:50.656Z
soi328,so131,p289,5,46107,2024-10-13T13:25:01.896Z
soi329,so132,p176,3,41999,2025-08-24T06:30:28.898Z
soi330,so132,p82,2,8266,2024-09-11T14:05:27.765Z
soi331,so132,p278,3,74731,2025-08-09T22:28:02.446Z
soi332,so132,p173,3,22798,2024-08-05T08:56:44.772Z
soi333,so133,p222,1,40165,2024-09-20T20:23:35.870Z
soi334,so134,p354,4,75850,2025-02-07T07:30:31.505Z
soi335,so134,p161,1,26907,2025-08-12T03:44:02.141Z
soi336,so134,p70,4,32644,2024-09-19T13:27:44.473Z
soi337,so135,p355,4,6659,2024-07-29T19:21:49.863Z
soi338,so135,p145,2,57189,2024-05-31T11:38:56.266Z
soi339,so136,p8,5,47763,2024-09-03T07:19:47.195Z
soi340,so136,p61,4,72696,2025-06-28T17:17:51.522Z
soi341,so137,p366,5,37121,2025-08-04T15:24:46.176Z
soi342,so138,p365,3,6756,2024-09-04T23:02:26.508Z
soi343,so139,p342,4,64617,2025-08-02T15:41:44.804Z
soi344,so139,p379,5,1193,2024-11-30T19:42:38.688Z
soi345,so139,p328,2,44736,2026-01-29T19:33:09.725Z
soi346,so140,p84,3,38466,2025-02-19T04:14:16.696Z
soi347,so140,p24,1,26566,2024-08-13T11:11:34.110Z
soi348,so140,p398,5,2585,2024-08-19T08:11:32.140Z
soi349,so141,p317,4,47687,2024-03-31T08:51:27.965Z
soi350,so141,p64,5,28526,2025-06-08T01:45:47.328Z
soi351,so141,p122,3,4138,2024-07-17T06:26:51.541Z
soi352,so142,p190,1,63181,2025-03-03T20:47:33.310Z
soi353,so142,p390,3,50297,2024-12-12T08:40:27.952Z
soi354,so142,p122,3,4138,2025-07-27T23:50:50.334Z
soi355,so143,p1,1,77179,2024-09-30T15:55:21.729Z
soi356,so143,p254,1,68416,2025-08-07T06:40:48.725Z
soi357,so143,p276,2,75508,2025-01-22T19:28:07.499Z
soi358,so143,p166,1,44191,2025-10-06T16:11:54.923Z
soi359,so144,p389,1,73027,2024-08-25T09:21:31.710Z
soi360,so144,p43,2,5996,2024-10-25T13:07:41.171Z
soi361,so145,p382,5,18130,2025-02-19T09:30:41.450Z
soi362,so146,p234,1,76372,2025-05-16T21:34:50.572Z
soi363,so146,p186,3,55465,2026-01-08T12:42:46.441Z
soi364,so147,p277,4,39567,2026-01-26T12:59:38.169Z
soi365,so148,p321,1,13812,2025-04-19T10:37:16.059Z
soi366,so148,p151,2,46126,2025-08-13T14:53:26.398Z
soi367,so148,p250,3,60391,2025-12-19T08:43:45.859Z
soi368,so149,p250,3,60391,2026-01-25T10:13:39.432Z
soi369,so149,p263,5,76523,2024-09-07T08:57:02.165Z
soi370,so150,p171,3,67572,2025-03-01T17:00:27.496Z
soi371,so151,p32,1,31619,2025-02-16T21:07:28.513Z
soi372,so152,p60,4,37512,2024-06-04T22:28:25.223Z
soi373,so152,p196,3,66509,2025-09-10T16:38:32.848Z
soi374,so153,p203,3,27385,2025-11-14T08:56:04.037Z
soi375,so154,p216,5,75122,2024-05-25T09:42:22.815Z
soi376,so154,p344,1,22393,2025-03-23T03:36:41.268Z
soi377,so154,p286,1,20419,2025-10-07T06:18:26.700Z
soi378,so154,p304,4,10768,2024-07-29T03:30:15.195Z
soi379,so155,p42,3,77110,2024-12-25T03:11:53.350Z
soi380,so155,p337,4,42377,2025-07-25T06:37:56.884Z
soi381,so155,p131,2,10664,2024-05-16T07:08:49.384Z
soi382,so156,p167,1,41246,2025-11-08T00:13:58.330Z
soi383,so156,p332,4,42575,2025-09-03T23:38:03.216Z
soi384,so156,p309,4,75859,2025-12-28T22:38:52.870Z
soi385,so156,p375,2,46453,2024-10-16T01:44:18.373Z
soi386,so157,p304,3,10768,2025-04-23T18:32:33.133Z
soi387,so158,p266,1,2121,2024-05-23T17:11:12.327Z
soi388,so158,p50,3,9217,2025-09-23T18:25:02.522Z
soi389,so158,p190,3,63181,2025-03-14T02:14:21.521Z
soi390,so158,p275,3,13628,2024-12-06T01:00:32.540Z
soi391,so159,p166,3,44191,2024-04-15T00:27:01.611Z
soi392,so159,p121,3,45983,2024-11-16T06:49:56.162Z
soi393,so160,p335,5,12997,2024-09-12T22:51:03.926Z
soi394,so160,p297,3,28944,2025-06-05T06:55:35.501Z
soi395,so161,p164,5,79241,2026-02-26T10:03:57.242Z
soi396,so161,p349,5,37144,2025-09-17T20:49:18.176Z
soi397,so161,p173,1,22798,2025-08-22T00:34:31.683Z
soi398,so161,p74,4,21467,2025-01-21T12:58:08.406Z
soi399,so162,p84,1,38466,2025-06-25T23:18:04.865Z
soi400,so162,p336,5,8144,2025-06-25T03:28:15.886Z
soi401,so162,p223,3,70017,2024-12-27T05:25:23.592Z
soi402,so163,p267,3,26211,2025-05-09T19:29:07.321Z
soi403,so163,p60,5,37512,2025-02-16T01:57:15.062Z
soi404,so164,p208,4,4419,2024-11-06T07:51:05.407Z
soi405,so164,p155,3,54620,2025-08-02T12:18:32.983Z
soi406,so165,p363,1,59741,2025-08-01T04:57:53.703Z
soi407,so165,p41,4,65963,2025-12-30T12:10:42.806Z
soi408,so165,p2,2,22912,2024-03-23T06:53:16.259Z
soi409,so166,p396,2,4919,2024-07-14T15:50:03.583Z
soi410,so166,p339,1,30308,2025-02-12T20:39:51.029Z
soi411,so166,p143,3,16027,2024-10-03T06:16:34.561Z
soi412,so166,p395,1,5307,2025-12-01T11:42:37.571Z
soi413,so167,p78,1,30007,2025-12-24T08:26:36.631Z
soi414,so168,p38,5,71936,2024-12-24T21:36:20.655Z
soi415,so169,p17,3,39968,2025-01-02T07:20:02.873Z
soi416,so169,p22,4,3673,2024-09-29T20:10:43.478Z
soi417,so169,p151,1,46126,2025-08-01T14:07:44.658Z
soi418,so170,p171,1,67572,2026-02-12T12:44:16.841Z
soi419,so170,p74,3,21467,2024-05-22T18:15:12.967Z
soi420,so170,p341,5,58854,2025-05-21T04:20:57.676Z
soi421,so170,p300,2,33558,2024-11-04T11:57:11.926Z
soi422,so171,p278,3,74731,2025-12-23T12:46:33.301Z
soi423,so171,p88,3,15360,2024-10-05T19:17:39.663Z
soi424,so172,p308,4,50541,2024-07-12T03:25:13.077Z
soi425,so172,p36,1,45911,2024-05-29T07:52:06.985Z
soi426,so172,p309,4,75859,2025-06-20T21:51:11.122Z
soi427,so172,p231,4,177,2024-11-24T05:08:42.524Z
soi428,so173,p284,3,19674,2026-01-05T19:57:05.745Z
soi429,so173,p198,2,50408,2024-10-06T10:48:25.085Z
soi430,so174,p194,2,32767,2024-11-01T22:17:02.795Z
soi431,so174,p320,4,75261,2024-05-13T12:15:59.472Z
soi432,so175,p110,3,55985,2025-04-01T21:50:30.433Z
soi433,so175,p338,3,28918,2025-02-24T23:05:05.205Z
soi434,so175,p311,4,78071,2024-05-14T15:27:34.307Z
soi435,so176,p233,5,33869,2024-05-14T17:17:07.479Z
soi436,so176,p322,2,33080,2025-02-18T23:29:05.167Z
